seniority,home,time,age,marital,records,job,expenses,income,assets,debt,amount,price,default_final
7,owner,36,23,married,no,fixed,35,247.0,5000.0,400.0,1500,1785,0
5,owner,36,38,married,no,freelance,60,63.0,4000.0,0.0,1050,1443,0
5,owner,48,39,married,yes,freelance,60,66.0,10000.0,0.0,875,875,1
27,owner,18,48,married,no,freelance,35,70.0,5000.0,0.0,800,1578,0
3,rent,36,30,married,yes,freelance,59,140.0,0.0,0.0,1300,2115,0
2,owner,48,30,married,yes,fixed,45,178.0,5000.0,0.0,1150,1627,0
10,other,60,48,married,no,fixed,35,203.0,4000.0,1500.0,1520,1636,0
16,owner,6,41,married,no,fixed,75,87.0,3000.0,0.0,200,625,0
15,owner,60,39,married,no,freelance,60,298.0,20000.0,0.0,1500,4000,0
14,owner,36,33,single,no,freelance,35,0.0,4000.0,1500.0,700,1700,1
4,other,60,25,married,no,freelance,35,95.0,20000.0,0.0,1650,1900,0
3,other,36,20,single,yes,fixed,35,55.0,0.0,0.0,600,1625,0
2,other,36,28,single,no,fixed,35,140.0,1000.0,0.0,1000,1693,0
25,owner,60,56,married,yes,freelance,90,85.0,3500.0,0.0,800,975,1
6,rent,48,26,single,yes,fixed,65,198.0,0.0,0.0,950,1111,0
1,owner,60,27,married,no,freelance,35,130.0,4650.0,2500.0,2000,2240,0
30,owner,12,52,married,no,freelance,45,80.0,7000.0,0.0,1100,2487,0
10,other,24,33,single,no,freelance,35,200.0,20000.0,2500.0,1100,1457,0
4,owner,48,24,married,no,fixed,35,95.0,2500.0,0.0,900,1625,0
12,owner,36,46,married,no,freelance,45,0.0,8000.0,0.0,500,500,0
30,owner,54,54,other,no,freelance,35,224.0,20000.0,0.0,1100,1603,0
20,owner,60,44,married,no,fixed,60,168.0,3000.0,0.0,1400,1599,0
1,rent,60,28,married,no,freelance,53,179.0,0.0,0.0,1825,2275,1
2,owner,24,20,single,no,freelance,35,107.0,20000.0,0.0,2000,2600,1
4,owner,60,23,married,no,fixed,35,160.0,6500.0,2500.0,1500,1661,0
4,rent,36,60,married,no,fixed,56,111.0,0.0,0.0,500,675,0
3,rent,60,26,married,no,fixed,53,80.0,0.0,0.0,950,989,1
11,owner,60,30,married,yes,fixed,35,110.0,4000.0,62.0,1100,1347,0
6,other,60,26,married,no,fixed,60,108.0,0.0,0.0,1200,1250,0
14,rent,60,41,married,no,fixed,53,181.0,0.0,0.0,1150,2497,0
3,other,48,38,married,no,partime,60,67.0,0.0,0.0,1000,1045,1
1,owner,36,36,married,no,fixed,45,25.0,3000.0,2000.0,1100,1332,1
20,owner,60,40,other,no,freelance,60,150.0,5500.0,0.0,1400,1928,0
20,rent,60,45,married,no,fixed,92,170.0,0.0,0.0,1000,2415,0
0,rent,48,25,married,no,fixed,60,150.0,0.0,0.0,1350,1450,1
12,rent,48,46,married,yes,fixed,104,294.0,0.0,0.0,1350,1352,0
9,owner,48,46,married,no,fixed,45,100.0,20000.0,0.0,800,904,0
0,other,48,28,single,no,freelance,35,100.0,0.0,0.0,900,1400,0
2,owner,48,38,married,yes,fixed,75,192.0,20000.0,2500.0,700,970,0
3,other,60,24,single,no,fixed,35,100.0,0.0,0.0,1500,2100,0
4,rent,48,23,married,no,freelance,52,171.0,0.0,0.0,1150,1450,1
3,owner,60,24,single,no,fixed,35,245.0,5000.0,0.0,1300,1360,0
1,other,60,28,married,yes,freelance,45,0.0,4000.0,0.0,1500,1661,1
11,owner,12,26,married,yes,partime,35,110.0,4500.0,2000.0,300,1248,0
1,rent,36,26,single,no,partime,42,70.0,0.0,0.0,590,590,1
0,rent,48,23,single,no,partime,42,72.0,0.0,0.0,700,875,1
1,rent,60,29,married,no,fixed,73,133.0,0.0,0.0,1000,1158,0
10,other,36,34,married,yes,freelance,45,0.0,10000.0,0.0,600,882,0
9,owner,24,30,married,no,fixed,35,250.0,20000.0,0.0,1000,1594,0
2,owner,60,28,married,no,freelance,35,196.0,7000.0,2500.0,1600,1678,0
3,other,60,36,married,yes,fixed,60,92.0,0.0,0.0,1100,1355,0
10,owner,60,45,married,no,freelance,45,298.0,12000.0,1200.0,1300,1833,0
3,owner,36,38,other,yes,fixed,35,0.0,12500.0,0.0,3000,4800,1
10,owner,48,33,married,no,fixed,45,110.0,5000.0,0.0,1000,1160,0
2,rent,48,56,single,no,freelance,51,157.0,11000.0,2500.0,1000,2008,1
4,other,60,25,single,no,fixed,35,162.0,0.0,0.0,1800,2999,0
7,other,60,33,single,no,partime,35,70.0,0.0,0.0,1300,1438,1
5,other,48,27,married,yes,freelance,45,175.0,0.0,0.0,1000,1342,0
16,other,24,44,single,no,freelance,35,86.0,0.0,0.0,700,950,0
0,other,24,26,single,no,partime,35,69.0,0.0,0.0,107,125,0
7,owner,60,28,married,yes,fixed,60,148.0,8000.0,0.0,920,1021,1
2,other,48,25,married,no,fixed,35,129.0,0.0,0.0,1580,1925,1
3,rent,60,44,other,yes,fixed,60,150.0,0.0,0.0,1650,1772,1
1,owner,24,38,married,no,fixed,60,102.0,3500.0,0.0,850,1260,0
7,owner,48,32,married,yes,fixed,45,140.0,5500.0,0.0,550,1250,0
2,owner,60,24,single,no,partime,35,120.0,3000.0,0.0,1400,1513,1
1,other,60,42,married,no,fixed,60,66.0,7000.0,0.0,950,1589,0
27,rent,24,50,married,no,fixed,47,115.0,0.0,0.0,500,1636,0
6,owner,60,31,married,no,fixed,35,84.0,3000.0,0.0,1400,1724,0
3,owner,60,26,married,no,fixed,45,128.0,3000.0,0.0,1300,1790,0
9,owner,60,32,married,no,fixed,60,155.0,12000.0,2500.0,1200,1400,0
5,other,24,26,single,no,fixed,35,140.0,0.0,0.0,450,900,1
3,rent,48,26,married,no,fixed,58,230.0,0.0,0.0,1150,1316,0
20,other,60,47,married,yes,fixed,105,0.0,0.0,0.0,750,843,1
18,owner,60,49,married,no,fixed,60,140.0,4000.0,0.0,1050,1097,0
19,owner,60,54,other,yes,fixed,35,207.0,11000.0,2500.0,800,1336,0
5,rent,36,40,other,no,fixed,43,75.0,0.0,0.0,400,650,0
8,owner,60,33,married,no,freelance,45,250.0,10000.0,0.0,2500,3250,0
2,other,36,35,other,no,fixed,35,200.0,0.0,0.0,1600,1671,0
1,owner,12,56,married,no,other,60,0.0,3500.0,0.0,500,1705,1
10,owner,60,26,married,no,fixed,45,135.0,5000.0,2500.0,1600,1767,0
14,owner,36,34,married,no,fixed,60,143.0,5000.0,0.0,1400,1939,0
13,other,48,31,married,no,fixed,35,90.0,0.0,0.0,1000,1395,0
4,other,60,62,married,no,freelance,35,102.0,8000.0,0.0,1200,1405,0
20,owner,60,46,single,no,fixed,35,250.0,20000.0,2500.0,1450,1566,0
15,owner,60,49,married,no,fixed,60,162.0,5000.0,0.0,1700,2081,0
24,owner,60,46,married,no,fixed,60,140.0,6000.0,1000.0,1100,1653,0
10,owner,36,36,married,no,fixed,35,235.0,12000.0,1700.0,1500,1985,0
2,other,36,24,single,no,fixed,35,60.0,0.0,0.0,450,750,0
21,owner,24,44,married,no,fixed,60,124.0,4000.0,0.0,800,2400,0
1,rent,60,24,married,yes,partime,42,70.0,0.0,0.0,1700,1761,1
11,owner,48,27,married,no,fixed,35,140.0,4000.0,0.0,1500,1641,0
12,owner,60,27,married,yes,fixed,35,100.0,3000.0,0.0,1300,1359,0
5,rent,36,51,married,no,fixed,63,184.0,0.0,0.0,635,785,0
6,owner,48,26,married,yes,fixed,35,90.0,5000.0,0.0,1390,1594,1
1,rent,48,37,married,yes,partime,72,116.0,6000.0,0.0,1400,1661,0
10,owner,60,41,married,no,other,35,57.0,5000.0,0.0,1300,1863,0
0,owner,60,27,married,no,partime,75,210.0,7000.0,2500.0,1250,1315,1
1,owner,48,20,single,no,fixed,35,53.0,2000.0,1600.0,1100,1100,1
0,other,60,24,single,no,partime,35,111.0,3000.0,1200.0,850,1412,0
10,owner,24,50,married,no,freelance,60,200.0,20000.0,0.0,500,1131,0
10,owner,60,32,married,no,fixed,60,160.0,4000.0,1800.0,1050,1303,0
2,owner,60,30,married,yes,freelance,45,0.0,5000.0,700.0,1000,2200,1
16,owner,60,32,married,no,fixed,60,159.0,4000.0,0.0,1500,1736,0
0,rent,60,19,single,no,other,35,0.0,0.0,0.0,900,1158,1
10,owner,6,39,married,no,freelance,75,67.0,8000.0,0.0,430,500,0
9,other,60,30,married,yes,fixed,60,109.0,0.0,0.0,1250,1560,1
7,other,36,38,married,yes,freelance,35,59.0,0.0,0.0,1000,2246,1
3,other,36,28,single,no,fixed,35,74.0,0.0,0.0,350,550,0
6,owner,48,51,married,no,freelance,45,106.0,12000.0,0.0,1035,1410,0
0,other,48,21,single,no,partime,35,48.0,0.0,0.0,1850,1877,1
3,other,60,23,single,no,fixed,35,62.0,0.0,0.0,1100,1300,1
1,owner,24,39,married,no,other,35,70.0,4000.0,0.0,525,1771,0
3,rent,36,39,married,no,fixed,90,150.0,0.0,0.0,300,700,1
12,owner,48,39,married,no,freelance,60,95.0,6000.0,0.0,1300,1600,0
0,owner,36,31,married,no,partime,35,202.0,6000.0,0.0,1300,1663,1
2,rent,60,24,married,no,fixed,55,100.0,4000.0,0.0,1750,1900,0
2,owner,48,37,married,yes,partime,75,115.0,2000.0,0.0,850,1194,1
2,other,60,24,single,no,fixed,35,164.0,0.0,0.0,900,1516,0
0,other,24,20,single,no,fixed,35,155.0,7000.0,0.0,1450,1688,0
4,owner,48,40,married,yes,fixed,60,150.0,3500.0,200.0,800,800,0
21,owner,60,63,married,yes,fixed,60,165.0,3000.0,0.0,1250,1424,1
14,rent,60,38,married,no,fixed,71,108.0,0.0,0.0,1400,1693,1
25,owner,60,51,married,no,fixed,35,93.0,3500.0,0.0,900,995,0
6,other,60,30,married,no,fixed,60,133.0,0.0,0.0,1300,1388,1
3,owner,36,37,married,no,fixed,60,55.0,0.0,0.0,1500,2315,0
13,owner,36,39,married,no,fixed,35,148.0,14000.0,0.0,300,850,0
5,other,24,31,single,no,fixed,35,130.0,0.0,0.0,200,1447,0
16,other,60,34,married,no,fixed,60,120.0,6000.0,0.0,1350,1487,0
3,other,48,20,single,no,freelance,35,298.0,7000.0,0.0,1000,1362,0
5,other,18,65,married,yes,other,35,99.0,0.0,0.0,375,675,0
16,rent,48,32,single,yes,fixed,47,120.0,0.0,0.0,800,1224,0
2,rent,48,29,single,no,fixed,60,250.0,0.0,0.0,1000,1179,0
0,other,60,31,married,no,other,75,37.0,0.0,0.0,1500,2084,0
23,other,60,37,single,no,freelance,35,0.0,4500.0,0.0,1950,2336,0
6,owner,48,55,married,no,freelance,45,74.0,16000.0,1500.0,2000,3753,0
0,other,36,19,single,no,freelance,35,0.0,0.0,0.0,400,495,1
1,other,60,21,single,no,partime,45,0.0,0.0,0.0,1100,1480,1
3,other,60,25,married,no,fixed,35,70.0,0.0,0.0,1300,1332,1
5,owner,36,58,married,yes,other,45,79.0,7000.0,0.0,400,1234,0
0,rent,48,20,single,yes,partime,56,105.0,0.0,0.0,1100,1289,1
9,owner,48,27,married,no,fixed,45,102.0,5000.0,360.0,1300,1537,0
0,owner,48,29,married,no,other,60,50.0,11000.0,0.0,1000,1480,0
8,owner,12,39,married,no,fixed,75,160.0,1500.0,0.0,360,865,0
24,owner,60,43,single,no,fixed,35,120.0,3500.0,0.0,1320,1680,0
3,other,60,23,single,no,fixed,35,107.0,0.0,0.0,800,1111,0
13,owner,60,27,married,no,fixed,35,253.0,7000.0,0.0,1060,1750,0
2,rent,60,49,married,no,fixed,51,155.0,0.0,0.0,1500,1550,0
33,owner,48,61,married,no,fixed,35,130.0,8000.0,0.0,850,1050,0
0,owner,36,31,married,yes,partime,45,120.0,3000.0,150.0,700,850,1
0,rent,60,46,other,no,fixed,57,124.0,0.0,0.0,940,1149,0
7,other,60,25,single,no,fixed,35,75.0,0.0,0.0,1100,1340,0
20,owner,36,37,married,yes,fixed,60,150.0,3500.0,0.0,450,950,0
10,rent,36,36,other,no,freelance,45,100.0,0.0,0.0,1000,1700,0
17,owner,36,60,married,no,fixed,60,78.0,2500.0,0.0,650,800,1
1,owner,60,28,married,no,fixed,45,60.0,4000.0,0.0,1500,2326,0
10,owner,60,32,married,no,fixed,45,298.0,5500.0,2500.0,1300,1995,0
4,rent,60,25,married,no,fixed,56,112.0,0.0,0.0,1250,1399,0
3,rent,60,32,married,no,fixed,50,147.0,0.0,0.0,1100,1226,1
31,owner,12,53,married,yes,fixed,60,165.0,6000.0,0.0,594,1332,0
3,rent,24,32,married,no,fixed,61,160.0,0.0,0.0,400,450,0
8,rent,60,46,married,no,freelance,45,0.0,0.0,0.0,1000,1359,0
0,rent,12,22,single,no,freelance,38,34.0,0.0,0.0,700,1665,0
1,rent,60,25,married,no,partime,42,73.0,0.0,0.0,1000,1050,0
12,owner,60,37,married,no,fixed,60,98.0,9000.0,200.0,800,1012,1
2,rent,36,44,married,no,partime,57,123.0,5000.0,0.0,900,975,0
10,owner,12,36,married,no,freelance,45,0.0,4000.0,0.0,900,1776,0
1,owner,60,40,married,yes,fixed,45,100.0,8500.0,0.0,400,1570,0
0,owner,60,47,married,no,freelance,45,56.0,6000.0,0.0,1345,1345,0
3,owner,60,32,married,no,fixed,45,90.0,6000.0,0.0,1500,2502,0
1,owner,60,21,single,yes,fixed,35,294.0,20000.0,0.0,1300,1398,0
10,owner,36,50,married,no,freelance,75,0.0,7500.0,0.0,1000,1230,0
19,other,60,34,single,no,fixed,35,80.0,0.0,0.0,1000,1097,0
0,other,18,33,single,no,fixed,35,112.0,6000.0,0.0,450,1196,0
3,rent,60,29,married,yes,fixed,55,100.0,0.0,0.0,930,1007,0
4,owner,36,42,single,no,fixed,35,115.0,12000.0,0.0,900,1299,0
5,owner,60,37,married,no,freelance,60,67.0,3500.0,196.0,1300,1625,0
2,owner,60,24,married,no,fixed,45,298.0,5000.0,0.0,2200,2433,0
2,other,60,39,single,no,fixed,35,113.0,0.0,0.0,1250,1499,0
18,rent,36,41,single,no,freelance,40,53.0,0.0,0.0,750,1077,0
17,owner,48,55,married,yes,freelance,60,73.0,15000.0,0.0,1900,2205,0
5,owner,48,26,single,no,fixed,35,0.0,10000.0,2500.0,1500,2272,1
19,owner,60,34,married,no,fixed,60,196.0,7000.0,1000.0,1690,1930,0
1,rent,48,24,married,no,partime,41,56.0,0.0,0.0,1500,1935,0
16,owner,48,31,married,no,fixed,45,200.0,5000.0,800.0,1250,1646,0
1,rent,48,34,married,no,fixed,55,102.0,0.0,0.0,600,1074,0
15,owner,60,43,married,no,freelance,60,298.0,7000.0,0.0,1200,1297,0
11,owner,60,33,married,no,fixed,60,106.0,6000.0,0.0,1500,1702,0
0,other,36,22,single,no,partime,35,103.0,4500.0,0.0,1050,1485,1
0,other,60,41,single,no,partime,35,131.0,4500.0,0.0,1200,1538,0
0,owner,60,43,married,no,partime,45,117.0,2000.0,250.0,1600,1967,1
0,rent,60,25,single,yes,partime,47,120.0,0.0,0.0,1200,1460,1
0,rent,36,18,single,yes,other,38,33.0,0.0,0.0,300,350,1
0,other,36,35,single,no,freelance,35,0.0,0.0,0.0,875,950,1
9,other,60,31,married,no,fixed,60,130.0,0.0,0.0,1500,1700,0
14,owner,60,40,married,no,fixed,60,110.0,5000.0,0.0,1000,1646,0
4,other,36,20,single,no,fixed,35,60.0,0.0,0.0,550,587,0
5,other,36,28,married,no,fixed,45,107.0,0.0,0.0,1160,1959,0
0,rent,36,22,single,no,partime,42,65.0,0.0,0.0,430,550,1
4,other,36,28,married,no,fixed,35,173.0,0.0,0.0,1000,1300,0
13,owner,60,35,married,no,fixed,60,134.0,4500.0,700.0,1000,1894,0
8,owner,60,41,married,no,freelance,60,173.0,8000.0,0.0,1200,1570,0
1,other,60,22,single,no,freelance,35,78.0,3500.0,0.0,2275,2300,1
5,other,48,51,other,no,fixed,35,95.0,6000.0,0.0,500,645,0
3,rent,36,21,single,no,fixed,44,89.0,0.0,0.0,400,500,0
1,owner,60,40,married,yes,fixed,60,155.0,2500.0,0.0,1650,1650,1
3,owner,36,45,married,yes,fixed,60,87.0,3500.0,0.0,650,650,1
0,other,48,22,single,no,freelance,45,0.0,0.0,0.0,4000,4500,0
1,other,36,31,married,no,fixed,35,61.0,4000.0,0.0,700,800,1
3,owner,60,35,married,no,fixed,75,185.0,3500.0,1200.0,700,845,0
20,owner,12,48,other,no,freelance,75,298.0,18000.0,0.0,760,1369,0
3,owner,36,40,married,yes,freelance,60,0.0,4500.0,0.0,575,775,1
10,owner,36,37,married,yes,fixed,60,298.0,15000.0,1000.0,1000,2191,0
1,owner,36,20,single,no,partime,35,139.0,4000.0,0.0,375,425,0
8,rent,48,36,married,no,fixed,76,159.0,0.0,0.0,830,939,0
6,other,48,35,married,no,fixed,60,79.0,15000.0,0.0,2000,2504,0
0,other,36,26,married,no,fixed,45,260.0,0.0,0.0,725,775,0
0,rent,60,60,married,no,other,55,100.0,8000.0,0.0,2500,2500,1
12,owner,60,54,married,yes,fixed,75,231.0,15000.0,0.0,1950,2500,0
6,rent,60,31,single,no,fixed,43,82.0,0.0,0.0,800,946,0
3,other,60,30,married,yes,fixed,45,120.0,4000.0,0.0,1500,1621,1
0,other,18,19,single,no,fixed,35,91.0,0.0,0.0,650,650,1
12,rent,36,30,married,no,fixed,65,203.0,0.0,0.0,1500,2700,0
13,other,60,34,single,no,fixed,35,96.0,0.0,0.0,750,775,0
0,owner,60,39,married,yes,freelance,45,0.0,10000.0,0.0,1500,1699,1
4,owner,24,44,married,no,freelance,60,0.0,2900.0,0.0,1800,2750,0
8,other,36,39,married,no,fixed,35,0.0,0.0,0.0,450,550,1
8,owner,24,36,married,no,fixed,60,90.0,6000.0,1500.0,900,1715,0
10,owner,36,52,married,no,freelance,35,225.0,20000.0,0.0,2000,2315,0
5,owner,60,36,married,yes,fixed,35,205.0,9000.0,1500.0,1050,1168,0
5,other,48,20,single,no,other,45,0.0,0.0,0.0,2500,3542,1
2,owner,60,35,single,no,fixed,35,51.0,4000.0,0.0,1400,1628,1
21,owner,60,40,married,yes,fixed,60,144.0,6500.0,0.0,2000,2230,0
3,other,60,34,single,yes,partime,35,80.0,0.0,0.0,1100,1265,1
0,rent,60,38,married,no,freelance,35,0.0,0.0,0.0,1300,1636,1
14,other,60,32,married,yes,fixed,35,140.0,0.0,0.0,1150,1273,0
23,owner,60,50,married,no,fixed,45,90.0,3000.0,0.0,950,1101,0
3,owner,48,25,married,no,freelance,35,107.0,4500.0,1900.0,1000,1250,0
4,owner,36,32,married,no,fixed,45,190.0,13000.0,2000.0,800,2400,0
8,owner,60,34,married,yes,fixed,45,145.0,5000.0,0.0,1100,1110,0
11,rent,12,29,single,no,fixed,44,93.0,0.0,0.0,700,1667,0
2,rent,60,40,married,no,fixed,60,145.0,500.0,0.0,1550,1621,0
3,other,48,24,single,no,fixed,35,55.0,3000.0,0.0,850,875,0
3,other,48,28,married,no,fixed,45,173.0,0.0,0.0,1000,2057,0
6,rent,60,34,married,no,fixed,86,110.0,0.0,0.0,800,2263,0
0,rent,60,38,married,yes,partime,75,0.0,0.0,0.0,1000,1235,1
20,owner,60,39,married,no,fixed,60,68.0,13000.0,0.0,900,975,0
0,owner,24,52,married,no,other,45,170.0,6500.0,0.0,500,600,0
8,owner,60,33,married,no,fixed,45,160.0,2000.0,0.0,1050,2277,0
5,owner,48,49,other,no,other,35,48.0,4000.0,0.0,1100,1438,1
17,owner,48,46,married,no,fixed,35,128.0,4000.0,0.0,1400,1718,0
2,rent,48,44,other,no,fixed,48,125.0,5000.0,800.0,1600,2500,1
0,other,60,22,single,no,partime,35,72.0,0.0,0.0,1100,1131,0
20,owner,60,44,married,no,fixed,60,115.0,4000.0,0.0,1250,1463,0
5,rent,60,42,other,yes,freelance,89,288.0,15000.0,0.0,1800,2148,0
16,owner,36,40,married,no,fixed,60,160.0,4000.0,0.0,1300,2305,0
14,owner,60,38,married,no,fixed,60,114.0,5000.0,400.0,1200,2062,0
1,rent,6,38,married,no,partime,72,118.0,0.0,0.0,125,375,0
1,other,48,21,single,no,fixed,35,60.0,0.0,0.0,850,1195,0
1,rent,24,24,single,no,partime,49,139.0,0.0,0.0,500,550,1
12,rent,48,36,married,no,fixed,80,195.0,0.0,0.0,1800,2272,0
3,other,48,29,other,no,fixed,35,108.0,0.0,0.0,900,1263,0
2,rent,18,46,married,yes,fixed,74,140.0,0.0,0.0,200,380,1
18,other,60,42,other,yes,fixed,35,145.0,0.0,0.0,1000,1025,0
15,owner,36,43,married,yes,fixed,60,105.0,5000.0,0.0,400,1631,0
2,other,60,20,single,no,fixed,35,56.0,3500.0,0.0,1300,1637,1
14,owner,60,28,married,no,fixed,35,216.0,4000.0,0.0,1750,2270,0
0,other,36,21,single,no,partime,35,130.0,2000.0,0.0,875,1075,1
3,owner,60,27,married,no,fixed,35,120.0,4000.0,1500.0,1800,2090,0
1,owner,60,27,married,no,fixed,35,90.0,2000.0,0.0,1150,1470,0
6,rent,60,38,married,yes,fixed,55,103.0,0.0,0.0,1100,1303,1
0,owner,36,42,married,no,freelance,60,0.0,5000.0,0.0,1350,1850,1
3,owner,60,33,married,yes,fixed,45,193.0,10000.0,1500.0,1300,1730,0
6,other,18,25,married,no,fixed,45,164.0,0.0,0.0,1250,1890,0
18,rent,60,37,married,no,fixed,70,100.0,0.0,0.0,1300,1345,0
30,owner,12,56,married,no,freelance,45,60.0,12000.0,0.0,1375,1700,0
25,owner,12,55,single,no,freelance,35,92.0,20000.0,0.0,150,400,0
1,owner,60,22,single,no,fixed,35,298.0,4000.0,200.0,1350,1450,0
18,rent,48,53,married,no,fixed,54,92.0,0.0,0.0,1340,1345,0
5,owner,36,53,married,yes,other,35,227.0,8500.0,0.0,1550,1985,0
5,rent,48,31,married,yes,fixed,60,150.0,0.0,0.0,800,1707,1
14,owner,60,40,married,no,fixed,45,91.0,0.0,0.0,1100,1565,0
0,other,60,33,married,yes,freelance,60,0.0,0.0,0.0,2000,2235,1
10,owner,60,48,married,no,fixed,35,161.0,9000.0,0.0,900,1100,0
39,owner,60,58,married,no,fixed,35,113.0,3500.0,0.0,1380,1623,0
0,owner,48,41,married,no,fixed,75,146.0,10000.0,0.0,1370,1623,0
1,other,36,24,single,no,fixed,35,70.0,0.0,0.0,700,1067,0
5,rent,60,37,married,no,fixed,77,298.0,5000.0,0.0,1750,2953,1
10,owner,60,34,married,no,fixed,45,115.0,9500.0,0.0,1450,1721,0
1,rent,60,36,married,yes,partime,84,90.0,0.0,0.0,1100,1184,1
3,owner,60,27,married,no,fixed,35,215.0,5000.0,2500.0,1500,1682,0
8,owner,24,30,married,yes,fixed,35,298.0,1200.0,0.0,1000,1893,0
1,rent,60,31,other,yes,partime,39,42.0,0.0,0.0,1200,1265,1
0,owner,24,18,single,no,partime,35,104.0,12000.0,0.0,1700,1726,0
20,owner,60,59,married,no,freelance,35,81.0,18000.0,0.0,1200,1349,0
8,rent,48,30,single,no,fixed,46,114.0,0.0,0.0,1650,1659,1
0,owner,60,42,married,no,partime,35,210.0,1500.0,0.0,1250,1518,0
3,owner,48,29,married,no,fixed,35,83.0,4500.0,1170.0,700,837,0
3,rent,48,39,married,yes,fixed,97,223.0,0.0,0.0,1250,1609,1
17,other,48,40,married,no,fixed,60,117.0,6000.0,960.0,1200,1893,0
14,owner,60,47,other,yes,fixed,35,100.0,4000.0,2000.0,1475,1475,1
11,other,60,30,married,yes,fixed,45,105.0,5000.0,0.0,1500,2500,1
24,other,60,41,married,yes,freelance,75,0.0,0.0,0.0,2200,2428,1
2,other,36,25,single,no,fixed,35,110.0,0.0,0.0,500,1200,0
3,other,60,23,single,no,freelance,35,42.0,10000.0,0.0,2000,2203,0
14,owner,60,35,married,no,fixed,35,80.0,3500.0,0.0,1100,1622,0
20,owner,60,43,married,yes,fixed,45,120.0,10000.0,0.0,2000,2700,1
5,rent,24,41,married,no,freelance,44,90.0,8000.0,0.0,600,1218,0
15,owner,60,50,married,yes,fixed,35,112.0,4000.0,0.0,1150,1400,0
3,owner,36,26,married,no,fixed,35,136.0,6000.0,2500.0,900,1421,0
7,owner,36,38,married,yes,fixed,45,85.0,3400.0,1500.0,450,550,1
7,owner,60,33,married,no,freelance,60,144.0,4500.0,0.0,1100,1245,0
9,owner,60,42,married,no,fixed,75,140.0,7000.0,0.0,1000,1423,0
2,rent,48,22,married,no,fixed,53,183.0,0.0,0.0,1300,1300,0
2,rent,60,38,single,no,fixed,70,250.0,20000.0,0.0,1300,1365,0
1,owner,36,28,married,no,freelance,45,0.0,6000.0,0.0,1000,1150,1
0,rent,60,24,married,no,partime,41,56.0,0.0,0.0,1308,1558,1
2,owner,60,24,married,no,fixed,35,170.0,5000.0,1500.0,1150,1200,0
16,rent,36,41,married,no,fixed,52,71.0,0.0,0.0,900,950,0
3,rent,60,39,married,yes,fixed,69,94.0,0.0,0.0,1450,1546,1
1,rent,60,34,married,no,fixed,56,112.0,4000.0,1500.0,1400,1508,1
12,rent,36,55,married,no,fixed,57,115.0,0.0,0.0,800,1250,0
0,owner,60,64,other,no,other,35,100.0,8000.0,0.0,1980,2038,1
3,other,48,32,single,yes,fixed,35,71.0,0.0,0.0,1000,1200,0
14,rent,36,47,married,no,fixed,73,125.0,6500.0,0.0,600,825,0
0,other,60,25,single,no,partime,35,35.0,0.0,0.0,1150,1351,1
9,owner,60,25,married,no,fixed,60,200.0,13500.0,2500.0,1900,2115,0
0,rent,48,35,married,no,partime,106,160.0,0.0,0.0,930,930,1
0,rent,48,24,married,no,partime,35,0.0,0.0,0.0,600,1452,1
1,other,60,43,married,yes,fixed,90,179.0,0.0,0.0,1600,1896,1
2,other,36,21,single,no,freelance,35,221.0,0.0,0.0,500,650,1
4,owner,48,22,married,no,fixed,35,214.0,10000.0,2500.0,1250,1566,0
20,owner,60,56,married,no,fixed,35,145.0,5000.0,0.0,1600,1763,0
2,other,48,25,single,no,fixed,35,142.0,0.0,0.0,1000,1440,0
8,owner,60,56,married,no,freelance,45,200.0,20000.0,0.0,1400,1500,0
13,owner,60,36,married,no,fixed,45,72.0,3500.0,45.0,1400,1625,0
5,owner,24,59,married,no,fixed,35,105.0,18000.0,0.0,1800,1965,0
13,owner,60,58,married,no,fixed,75,211.0,7500.0,2000.0,800,1214,0
0,owner,60,40,married,yes,partime,90,90.0,8000.0,0.0,1000,1189,1
25,owner,12,49,married,no,freelance,60,100.0,5500.0,0.0,1000,1998,0
5,rent,54,27,married,no,fixed,47,118.0,0.0,0.0,1500,1600,1
2,owner,60,44,married,no,fixed,60,88.0,2000.0,0.0,1450,1452,1
5,owner,24,26,married,no,fixed,45,147.0,10000.0,300.0,450,1522,0
5,rent,48,49,other,yes,freelance,45,0.0,0.0,0.0,1000,2193,1
18,owner,60,45,single,yes,fixed,35,197.0,2000.0,0.0,1500,1578,0
1,owner,60,24,married,no,partime,35,127.0,3500.0,2000.0,1700,1825,1
0,rent,60,25,married,yes,fixed,69,235.0,0.0,0.0,1400,1650,1
12,owner,60,56,married,no,freelance,35,126.0,17000.0,0.0,3000,3745,0
5,owner,36,43,married,no,freelance,45,0.0,4000.0,0.0,1800,2300,0
2,other,24,30,married,yes,fixed,45,233.0,0.0,0.0,900,1189,0
1,owner,60,47,married,no,fixed,75,78.0,4000.0,0.0,1500,1711,0
2,owner,48,30,single,no,fixed,35,106.0,4000.0,0.0,660,1060,0
14,owner,60,28,married,no,fixed,45,178.0,4000.0,700.0,600,700,0
8,owner,60,64,married,no,freelance,60,111.0,20000.0,2500.0,1895,2596,1
2,owner,60,29,married,yes,partime,35,71.0,6000.0,0.0,700,2700,1
0,other,60,26,other,no,other,35,298.0,0.0,0.0,950,1735,1
1,other,48,24,single,no,fixed,35,53.0,0.0,0.0,1200,1215,0
18,owner,36,43,married,no,fixed,90,116.0,4000.0,0.0,400,985,0
